occ = 0.482042	 sto = 0.200000	 rate = 4.583750
occ = 0.482140	 sto = 0.500000	 rate = 3.598125
occ = 0.484058	 sto = 0.200000	 rate = 4.410125
occ = 0.484106	 sto = 0.500000	 rate = 3.934125
occ = 0.486090	 sto = 0.200000	 rate = 4.096125
occ = 0.486125	 sto = 0.500000	 rate = 3.751000
occ = 0.488090	 sto = 0.200000	 rate = 4.110125
occ = 0.488087	 sto = 0.500000	 rate = 4.143750
occ = 0.490100	 sto = 0.200000	 rate = 4.006125
occ = 0.490131	 sto = 0.500000	 rate = 3.697375
occ = 0.492105	 sto = 0.200000	 rate = 3.943000
occ = 0.492082	 sto = 0.500000	 rate = 4.165875
occ = 0.494068	 sto = 0.200000	 rate = 4.308875
occ = 0.494147	 sto = 0.500000	 rate = 3.511625
occ = 0.496125	 sto = 0.200000	 rate = 3.759125
occ = 0.496094	 sto = 0.500000	 rate = 4.069875
occ = 0.498092	 sto = 0.200000	 rate = 4.095250
occ = 0.498076	 sto = 0.500000	 rate = 4.257000
occ = 0.500094	 sto = 0.200000	 rate = 4.061875
occ = 0.500103	 sto = 0.500000	 rate = 3.974000
occ = 0.502076	 sto = 0.200000	 rate = 4.212000
occ = 0.502087	 sto = 0.500000	 rate = 4.111375
occ = 0.504111	 sto = 0.200000	 rate = 3.877875
occ = 0.504104	 sto = 0.500000	 rate = 3.946250
occ = 0.506103	 sto = 0.200000	 rate = 3.962375
occ = 0.506063	 sto = 0.500000	 rate = 4.382375
occ = 0.508101	 sto = 0.200000	 rate = 3.999375
occ = 0.508083	 sto = 0.500000	 rate = 4.191875
occ = 0.510118	 sto = 0.200000	 rate = 3.815250
occ = 0.510078	 sto = 0.500000	 rate = 4.214250
occ = 0.512099	 sto = 0.200000	 rate = 3.997625
occ = 0.512171	 sto = 0.500000	 rate = 3.271875
occ = 0.514116	 sto = 0.200000	 rate = 3.828250
occ = 0.514157	 sto = 0.500000	 rate = 3.430250
occ = 0.516111	 sto = 0.200000	 rate = 3.901500
occ = 0.516046	 sto = 0.500000	 rate = 4.545625
occ = 0.518049	 sto = 0.200000	 rate = 4.494875
occ = 0.518179	 sto = 0.500000	 rate = 3.213250
occ = 0.520099	 sto = 0.200000	 rate = 3.998500
occ = 0.520163	 sto = 0.500000	 rate = 3.363375
occ = 0.522063	 sto = 0.200000	 rate = 4.372125
occ = 0.522189	 sto = 0.500000	 rate = 3.123875
occ = 0.524073	 sto = 0.200000	 rate = 4.284375
occ = 0.524107	 sto = 0.500000	 rate = 3.933500
occ = 0.526083	 sto = 0.200000	 rate = 4.177375
occ = 0.526092	 sto = 0.500000	 rate = 4.088375
occ = 0.528112	 sto = 0.200000	 rate = 3.872750
occ = 0.528117	 sto = 0.500000	 rate = 3.832750
occ = 0.530073	 sto = 0.200000	 rate = 4.268375
occ = 0.530064	 sto = 0.500000	 rate = 4.367375
occ = 0.532091	 sto = 0.200000	 rate = 4.099750
occ = 0.532167	 sto = 0.500000	 rate = 3.351750
occ = 0.534119	 sto = 0.200000	 rate = 3.825125
occ = 0.534087	 sto = 0.500000	 rate = 4.149500
occ = 0.536091	 sto = 0.200000	 rate = 4.091750
occ = 0.536005	 sto = 0.500000	 rate = 4.959250
occ = 0.538092	 sto = 0.200000	 rate = 4.071750
occ = 0.538200	 sto = 0.500000	 rate = 2.975625
occ = 0.540091	 sto = 0.200000	 rate = 4.085375
occ = 0.540096	 sto = 0.500000	 rate = 4.050875
occ = 0.542103	 sto = 0.200000	 rate = 3.987375
occ = 0.542055	 sto = 0.500000	 rate = 4.460375
occ = 0.544112	 sto = 0.200000	 rate = 3.890250
occ = 0.544079	 sto = 0.500000	 rate = 4.209375
occ = 0.546076	 sto = 0.200000	 rate = 4.235875
occ = 0.546055	 sto = 0.500000	 rate = 4.439875
occ = 0.548114	 sto = 0.200000	 rate = 3.864625
occ = 0.548084	 sto = 0.500000	 rate = 4.149375
occ = 0.550103	 sto = 0.200000	 rate = 3.981125
occ = 0.550065	 sto = 0.500000	 rate = 4.364750
occ = 0.552146	 sto = 0.200000	 rate = 3.556875
occ = 0.552069	 sto = 0.500000	 rate = 4.315000
occ = 0.554119	 sto = 0.200000	 rate = 3.807750
occ = 0.554180	 sto = 0.500000	 rate = 3.197250
occ = 0.556071	 sto = 0.200000	 rate = 4.280250
occ = 0.556110	 sto = 0.500000	 rate = 3.891125
occ = 0.558103	 sto = 0.200000	 rate = 3.945000
occ = 0.558073	 sto = 0.500000	 rate = 4.241875
occ = 0.560113	 sto = 0.200000	 rate = 3.867500
occ = 0.560095	 sto = 0.500000	 rate = 4.057500
occ = 0.562095	 sto = 0.200000	 rate = 4.040875
occ = 0.562140	 sto = 0.500000	 rate = 3.591750
occ = 0.564085	 sto = 0.200000	 rate = 4.155500
occ = 0.564052	 sto = 0.500000	 rate = 4.483125
occ = 0.566089	 sto = 0.200000	 rate = 4.121250
occ = 0.566095	 sto = 0.500000	 rate = 4.068250
occ = 0.568130	 sto = 0.200000	 rate = 3.721125
occ = 0.568110	 sto = 0.500000	 rate = 3.911250
occ = 0.570117	 sto = 0.200000	 rate = 3.837500
occ = 0.570094	 sto = 0.500000	 rate = 4.063750
occ = 0.572123	 sto = 0.200000	 rate = 3.774250
occ = 0.572085	 sto = 0.500000	 rate = 4.161625
occ = 0.574082	 sto = 0.200000	 rate = 4.164750
occ = 0.574118	 sto = 0.500000	 rate = 3.803375
occ = 0.576157	 sto = 0.200000	 rate = 3.432125
occ = 0.576088	 sto = 0.500000	 rate = 4.124125
occ = 0.578128	 sto = 0.200000	 rate = 3.715500
occ = 0.578199	 sto = 0.500000	 rate = 3.009500
occ = 0.580084	 sto = 0.200000	 rate = 4.152250
occ = 0.580071	 sto = 0.500000	 rate = 4.273250
occ = 0.582129	 sto = 0.200000	 rate = 3.693000
occ = 0.582145	 sto = 0.500000	 rate = 3.535250
occ = 0.584105	 sto = 0.200000	 rate = 3.932375
occ = 0.584122	 sto = 0.500000	 rate = 3.773750
occ = 0.586129	 sto = 0.200000	 rate = 3.719250
occ = 0.586113	 sto = 0.500000	 rate = 3.888500
occ = 0.588085	 sto = 0.200000	 rate = 4.170500
occ = 0.588077	 sto = 0.500000	 rate = 4.259500
occ = 0.590087	 sto = 0.200000	 rate = 4.128750
occ = 0.590085	 sto = 0.500000	 rate = 4.128625
occ = 0.592121	 sto = 0.200000	 rate = 3.768375
occ = 0.592039	 sto = 0.500000	 rate = 4.578625
occ = 0.594111	 sto = 0.200000	 rate = 3.875500
occ = 0.594113	 sto = 0.500000	 rate = 3.842000
occ = 0.596103	 sto = 0.200000	 rate = 3.958250
occ = 0.596149	 sto = 0.500000	 rate = 3.500625
occ = 0.599612	 sto = 0.200000	 rate = 3.877375
occ = 0.599662	 sto = 0.500000	 rate = 3.382000
occ = 0.601604	 sto = 0.200000	 rate = 3.950625
occ = 0.601639	 sto = 0.500000	 rate = 3.596000
occ = 0.603636	 sto = 0.200000	 rate = 3.637250
occ = 0.603696	 sto = 0.500000	 rate = 3.035750
occ = 0.605631	 sto = 0.200000	 rate = 3.698250
occ = 0.605628	 sto = 0.500000	 rate = 3.738125
occ = 0.607626	 sto = 0.200000	 rate = 3.738500
occ = 0.607603	 sto = 0.500000	 rate = 3.971750
occ = 0.609615	 sto = 0.200000	 rate = 3.843375
occ = 0.609646	 sto = 0.500000	 rate = 3.518500
occ = 0.611640	 sto = 0.200000	 rate = 3.595750
occ = 0.611671	 sto = 0.500000	 rate = 3.288875
occ = 0.613627	 sto = 0.200000	 rate = 3.727875
occ = 0.613633	 sto = 0.500000	 rate = 3.657625
occ = 0.615601	 sto = 0.200000	 rate = 3.978250
occ = 0.615644	 sto = 0.500000	 rate = 3.554125
occ = 0.617582	 sto = 0.200000	 rate = 4.179125
occ = 0.617612	 sto = 0.500000	 rate = 3.880625
occ = 0.619639	 sto = 0.200000	 rate = 3.616500
occ = 0.619588	 sto = 0.500000	 rate = 4.121000
occ = 0.621621	 sto = 0.200000	 rate = 3.800750
occ = 0.621583	 sto = 0.500000	 rate = 4.195375
occ = 0.623590	 sto = 0.200000	 rate = 4.119500
occ = 0.623628	 sto = 0.500000	 rate = 3.732875
occ = 0.625635	 sto = 0.200000	 rate = 3.647875
occ = 0.625647	 sto = 0.500000	 rate = 3.522875
occ = 0.627632	 sto = 0.200000	 rate = 3.651250
occ = 0.627612	 sto = 0.500000	 rate = 3.856375
occ = 0.629621	 sto = 0.200000	 rate = 3.778375
occ = 0.629638	 sto = 0.500000	 rate = 3.602625
occ = 0.631584	 sto = 0.200000	 rate = 4.156500
occ = 0.631628	 sto = 0.500000	 rate = 3.709875
occ = 0.633654	 sto = 0.200000	 rate = 3.460375
occ = 0.633650	 sto = 0.500000	 rate = 3.505125
occ = 0.635587	 sto = 0.200000	 rate = 4.149625
occ = 0.635624	 sto = 0.500000	 rate = 3.771875
occ = 0.637613	 sto = 0.200000	 rate = 3.860625
occ = 0.637617	 sto = 0.500000	 rate = 3.821375
occ = 0.639614	 sto = 0.200000	 rate = 3.874125
occ = 0.639653	 sto = 0.500000	 rate = 3.492875
occ = 0.641656	 sto = 0.200000	 rate = 3.451500
occ = 0.641642	 sto = 0.500000	 rate = 3.598125
occ = 0.643642	 sto = 0.200000	 rate = 3.567875
occ = 0.643729	 sto = 0.500000	 rate = 2.699250
occ = 0.645624	 sto = 0.200000	 rate = 3.748625
occ = 0.645569	 sto = 0.500000	 rate = 4.298375
occ = 0.647595	 sto = 0.200000	 rate = 4.058500
occ = 0.647583	 sto = 0.500000	 rate = 4.176625
occ = 0.649639	 sto = 0.200000	 rate = 3.609625
occ = 0.649624	 sto = 0.500000	 rate = 3.750375
occ = 0.651666	 sto = 0.200000	 rate = 3.329375
occ = 0.651711	 sto = 0.500000	 rate = 2.883875
occ = 0.653635	 sto = 0.200000	 rate = 3.656375
occ = 0.653641	 sto = 0.500000	 rate = 3.606625
occ = 0.655638	 sto = 0.200000	 rate = 3.637500
occ = 0.655656	 sto = 0.500000	 rate = 3.460625
occ = 0.657650	 sto = 0.200000	 rate = 3.521750
occ = 0.657675	 sto = 0.500000	 rate = 3.294000
occ = 0.659609	 sto = 0.200000	 rate = 3.914500
occ = 0.659677	 sto = 0.500000	 rate = 3.239000
occ = 0.661668	 sto = 0.200000	 rate = 3.304875
occ = 0.661668	 sto = 0.500000	 rate = 3.312375
occ = 0.663631	 sto = 0.200000	 rate = 3.670875
occ = 0.663570	 sto = 0.500000	 rate = 4.280125
occ = 0.665678	 sto = 0.200000	 rate = 3.211250
occ = 0.665693	 sto = 0.500000	 rate = 3.061750
occ = 0.667640	 sto = 0.200000	 rate = 3.611500
occ = 0.667650	 sto = 0.500000	 rate = 3.498500
occ = 0.669624	 sto = 0.200000	 rate = 3.774000
occ = 0.669632	 sto = 0.500000	 rate = 3.687750
occ = 0.671644	 sto = 0.200000	 rate = 3.562875
occ = 0.671683	 sto = 0.500000	 rate = 3.178000
occ = 0.673646	 sto = 0.200000	 rate = 3.529250
occ = 0.673672	 sto = 0.500000	 rate = 3.285250
occ = 0.675639	 sto = 0.200000	 rate = 3.617125
occ = 0.675593	 sto = 0.500000	 rate = 4.084500
occ = 0.677640	 sto = 0.200000	 rate = 3.609500
occ = 0.677650	 sto = 0.500000	 rate = 3.518125
occ = 0.679620	 sto = 0.200000	 rate = 3.791000
occ = 0.679640	 sto = 0.500000	 rate = 3.595125
occ = 0.681637	 sto = 0.200000	 rate = 3.610250
occ = 0.681676	 sto = 0.500000	 rate = 3.222250
occ = 0.683651	 sto = 0.200000	 rate = 3.460500
occ = 0.683641	 sto = 0.500000	 rate = 3.564625
occ = 0.685618	 sto = 0.200000	 rate = 3.793125
occ = 0.685516	 sto = 0.500000	 rate = 4.829875
occ = 0.687643	 sto = 0.200000	 rate = 3.570250
occ = 0.687561	 sto = 0.500000	 rate = 4.385750
occ = 0.689626	 sto = 0.200000	 rate = 3.764750
occ = 0.689659	 sto = 0.500000	 rate = 3.432625
occ = 0.691620	 sto = 0.200000	 rate = 3.824000
occ = 0.691709	 sto = 0.500000	 rate = 2.945500
occ = 0.693655	 sto = 0.200000	 rate = 3.465750
occ = 0.693701	 sto = 0.500000	 rate = 3.012375
occ = 0.695648	 sto = 0.200000	 rate = 3.522125
occ = 0.695669	 sto = 0.500000	 rate = 3.317500
occ = 0.697667	 sto = 0.200000	 rate = 3.309875
occ = 0.697617	 sto = 0.500000	 rate = 3.815875
occ = 0.699629	 sto = 0.200000	 rate = 3.686750
occ = 0.699697	 sto = 0.500000	 rate = 3.003875
occ = 0.701655	 sto = 0.200000	 rate = 3.440500
occ = 0.701710	 sto = 0.500000	 rate = 2.903500
occ = 0.703654	 sto = 0.200000	 rate = 3.451750
occ = 0.703650	 sto = 0.500000	 rate = 3.491375
occ = 0.705653	 sto = 0.200000	 rate = 3.440875
occ = 0.705711	 sto = 0.500000	 rate = 2.867250
occ = 0.707624	 sto = 0.200000	 rate = 3.768250
occ = 0.707619	 sto = 0.500000	 rate = 3.830000
occ = 0.709664	 sto = 0.200000	 rate = 3.379875
occ = 0.709591	 sto = 0.500000	 rate = 4.100750
occ = 0.711646	 sto = 0.200000	 rate = 3.557000
occ = 0.711636	 sto = 0.500000	 rate = 3.661125
occ = 0.713634	 sto = 0.200000	 rate = 3.656875
occ = 0.713657	 sto = 0.500000	 rate = 3.417250
occ = 0.715643	 sto = 0.200000	 rate = 3.554500
occ = 0.715628	 sto = 0.500000	 rate = 3.707500
occ = 0.717587	 sto = 0.200000	 rate = 4.100000
occ = 0.717592	 sto = 0.500000	 rate = 4.063875
occ = 0.719648	 sto = 0.200000	 rate = 3.495625
occ = 0.719665	 sto = 0.500000	 rate = 3.322375
occ = 0.721623	 sto = 0.200000	 rate = 3.749000
occ = 0.721666	 sto = 0.500000	 rate = 3.320500
occ = 0.723650	 sto = 0.200000	 rate = 3.509875
occ = 0.723565	 sto = 0.500000	 rate = 4.355500
occ = 0.725696	 sto = 0.200000	 rate = 3.056250
occ = 0.725604	 sto = 0.500000	 rate = 3.979875
occ = 0.727632	 sto = 0.200000	 rate = 3.686250
occ = 0.727711	 sto = 0.500000	 rate = 2.883250
occ = 0.729667	 sto = 0.200000	 rate = 3.350750
occ = 0.729652	 sto = 0.500000	 rate = 3.491750
occ = 0.731626	 sto = 0.200000	 rate = 3.747000
occ = 0.731637	 sto = 0.500000	 rate = 3.630375
occ = 0.733646	 sto = 0.200000	 rate = 3.533750
occ = 0.733612	 sto = 0.500000	 rate = 3.869625
occ = 0.735637	 sto = 0.200000	 rate = 3.597250
occ = 0.735648	 sto = 0.500000	 rate = 3.504500
occ = 0.737649	 sto = 0.200000	 rate = 3.502375
occ = 0.737599	 sto = 0.500000	 rate = 3.990375
occ = 0.739639	 sto = 0.200000	 rate = 3.591250
occ = 0.739732	 sto = 0.500000	 rate = 2.647000
occ = 0.741660	 sto = 0.200000	 rate = 3.373375
occ = 0.741691	 sto = 0.500000	 rate = 3.073875
occ = 0.743675	 sto = 0.200000	 rate = 3.262250
occ = 0.743731	 sto = 0.500000	 rate = 2.709875
occ = 0.745652	 sto = 0.200000	 rate = 3.508750
occ = 0.745677	 sto = 0.500000	 rate = 3.255875
occ = 0.747669	 sto = 0.200000	 rate = 3.329625
occ = 0.747665	 sto = 0.500000	 rate = 3.380375
occ = 0.749634	 sto = 0.200000	 rate = 3.669500
occ = 0.749644	 sto = 0.500000	 rate = 3.571000
occ = 0.751669	 sto = 0.200000	 rate = 3.297000
occ = 0.751648	 sto = 0.500000	 rate = 3.505250
occ = 0.753663	 sto = 0.200000	 rate = 3.362500
occ = 0.753645	 sto = 0.500000	 rate = 3.516875
occ = 0.755648	 sto = 0.200000	 rate = 3.512750
occ = 0.755586	 sto = 0.500000	 rate = 4.126250
occ = 0.757649	 sto = 0.200000	 rate = 3.509625
occ = 0.757632	 sto = 0.500000	 rate = 3.653500
occ = 0.759686	 sto = 0.200000	 rate = 3.173125
occ = 0.759660	 sto = 0.500000	 rate = 3.427750
occ = 0.761664	 sto = 0.200000	 rate = 3.374125
occ = 0.761715	 sto = 0.500000	 rate = 2.882625
occ = 0.763715	 sto = 0.200000	 rate = 2.856750
occ = 0.763687	 sto = 0.500000	 rate = 3.130625
occ = 0.765675	 sto = 0.200000	 rate = 3.269250
occ = 0.765647	 sto = 0.500000	 rate = 3.560000
occ = 0.767639	 sto = 0.200000	 rate = 3.626625
occ = 0.767661	 sto = 0.500000	 rate = 3.386375
occ = 0.769696	 sto = 0.200000	 rate = 3.012375
occ = 0.769688	 sto = 0.500000	 rate = 3.096375
occ = 0.771659	 sto = 0.200000	 rate = 3.402875
occ = 0.771669	 sto = 0.500000	 rate = 3.314625
occ = 0.773680	 sto = 0.200000	 rate = 3.178750
occ = 0.773685	 sto = 0.500000	 rate = 3.135875
occ = 0.775640	 sto = 0.200000	 rate = 3.570500
occ = 0.775685	 sto = 0.500000	 rate = 3.111250
occ = 0.777624	 sto = 0.200000	 rate = 3.761750
occ = 0.777718	 sto = 0.500000	 rate = 2.831500
occ = 0.779665	 sto = 0.200000	 rate = 3.360250
occ = 0.779575	 sto = 0.500000	 rate = 4.256500
occ = 0.781651	 sto = 0.200000	 rate = 3.522625
occ = 0.781674	 sto = 0.500000	 rate = 3.295375
occ = 0.783680	 sto = 0.200000	 rate = 3.224250
occ = 0.783677	 sto = 0.500000	 rate = 3.250500
occ = 0.785683	 sto = 0.200000	 rate = 3.185750
occ = 0.785672	 sto = 0.500000	 rate = 3.273875
occ = 0.787696	 sto = 0.200000	 rate = 3.017875
occ = 0.787700	 sto = 0.500000	 rate = 2.978500
occ = 0.789638	 sto = 0.200000	 rate = 3.596500
occ = 0.789580	 sto = 0.500000	 rate = 4.170625
occ = 0.791667	 sto = 0.200000	 rate = 3.317875
occ = 0.791692	 sto = 0.500000	 rate = 3.072625
occ = 0.793656	 sto = 0.200000	 rate = 3.445375
occ = 0.793620	 sto = 0.500000	 rate = 3.794500
occ = 0.795671	 sto = 0.200000	 rate = 3.314250
occ = 0.795685	 sto = 0.500000	 rate = 3.175125
occ = 0.797670	 sto = 0.200000	 rate = 3.309625
occ = 0.797718	 sto = 0.500000	 rate = 2.842875
occ = 0.799662	 sto = 0.200000	 rate = 3.399250
occ = 0.799649	 sto = 0.500000	 rate = 3.531875
occ = 0.801668	 sto = 0.200000	 rate = 3.334125
occ = 0.801700	 sto = 0.500000	 rate = 3.015375
occ = 0.803676	 sto = 0.200000	 rate = 3.242500
occ = 0.803681	 sto = 0.500000	 rate = 3.191125
occ = 0.805675	 sto = 0.200000	 rate = 3.231250
occ = 0.805663	 sto = 0.500000	 rate = 3.352375
occ = 0.807679	 sto = 0.200000	 rate = 3.170250
occ = 0.807539	 sto = 0.500000	 rate = 4.576625
occ = 0.809619	 sto = 0.200000	 rate = 3.795375
occ = 0.809693	 sto = 0.500000	 rate = 3.059750
occ = 0.811649	 sto = 0.200000	 rate = 3.482375
occ = 0.811688	 sto = 0.500000	 rate = 3.081625
occ = 0.813675	 sto = 0.200000	 rate = 3.276500
occ = 0.813683	 sto = 0.500000	 rate = 3.197125
occ = 0.815689	 sto = 0.200000	 rate = 3.135750
occ = 0.815690	 sto = 0.500000	 rate = 3.124625
occ = 0.817679	 sto = 0.200000	 rate = 3.241500
occ = 0.817612	 sto = 0.500000	 rate = 3.907625
occ = 0.819683	 sto = 0.200000	 rate = 3.185000
occ = 0.819693	 sto = 0.500000	 rate = 3.083125
occ = 0.821692	 sto = 0.200000	 rate = 3.070500
occ = 0.821726	 sto = 0.500000	 rate = 2.736625
occ = 0.823665	 sto = 0.200000	 rate = 3.328625
occ = 0.823695	 sto = 0.500000	 rate = 3.031000
occ = 0.825681	 sto = 0.200000	 rate = 3.170125
occ = 0.825757	 sto = 0.500000	 rate = 2.415250
occ = 0.827715	 sto = 0.200000	 rate = 2.829750
occ = 0.827658	 sto = 0.500000	 rate = 3.392500
occ = 0.829691	 sto = 0.200000	 rate = 3.052625
occ = 0.829734	 sto = 0.500000	 rate = 2.614500
occ = 0.831650	 sto = 0.200000	 rate = 3.503875
occ = 0.831715	 sto = 0.500000	 rate = 2.856250
occ = 0.833710	 sto = 0.200000	 rate = 2.919750
occ = 0.833638	 sto = 0.500000	 rate = 3.623875
occ = 0.835653	 sto = 0.200000	 rate = 3.495625
occ = 0.835762	 sto = 0.500000	 rate = 2.411125
occ = 0.837696	 sto = 0.200000	 rate = 3.063000
occ = 0.837660	 sto = 0.500000	 rate = 3.420000
occ = 0.839695	 sto = 0.200000	 rate = 3.046000
occ = 0.839673	 sto = 0.500000	 rate = 3.268750
occ = 0.841667	 sto = 0.200000	 rate = 3.296750
occ = 0.841658	 sto = 0.500000	 rate = 3.406375
occ = 0.843667	 sto = 0.200000	 rate = 3.302125
occ = 0.843728	 sto = 0.500000	 rate = 2.692250
occ = 0.845711	 sto = 0.200000	 rate = 2.870750
occ = 0.845690	 sto = 0.500000	 rate = 3.083375
occ = 0.847740	 sto = 0.200000	 rate = 2.585750
occ = 0.847730	 sto = 0.500000	 rate = 2.694375
occ = 0.849697	 sto = 0.200000	 rate = 3.078125
occ = 0.849690	 sto = 0.500000	 rate = 3.140250
occ = 0.851756	 sto = 0.200000	 rate = 2.454250
occ = 0.851691	 sto = 0.500000	 rate = 3.119250
occ = 0.853675	 sto = 0.200000	 rate = 3.266875
occ = 0.853680	 sto = 0.500000	 rate = 3.218250
occ = 0.855706	 sto = 0.200000	 rate = 2.954625
occ = 0.855676	 sto = 0.500000	 rate = 3.257000
occ = 0.857698	 sto = 0.200000	 rate = 3.002000
occ = 0.857611	 sto = 0.500000	 rate = 3.885625
occ = 0.859721	 sto = 0.200000	 rate = 2.766875
occ = 0.859614	 sto = 0.500000	 rate = 3.843625
occ = 0.861676	 sto = 0.200000	 rate = 3.231375
occ = 0.861717	 sto = 0.500000	 rate = 2.831500
occ = 0.863677	 sto = 0.200000	 rate = 3.203750
occ = 0.863676	 sto = 0.500000	 rate = 3.218000
occ = 0.865707	 sto = 0.200000	 rate = 2.900625
occ = 0.865681	 sto = 0.500000	 rate = 3.136125
occ = 0.867704	 sto = 0.200000	 rate = 2.982750
occ = 0.867748	 sto = 0.500000	 rate = 2.561750
occ = 0.869719	 sto = 0.200000	 rate = 2.807125
occ = 0.869720	 sto = 0.500000	 rate = 2.812375
occ = 0.871709	 sto = 0.200000	 rate = 2.936750
occ = 0.871666	 sto = 0.500000	 rate = 3.364000
occ = 0.873730	 sto = 0.200000	 rate = 2.721000
occ = 0.873671	 sto = 0.500000	 rate = 3.306125
occ = 0.875706	 sto = 0.200000	 rate = 2.943125
occ = 0.875662	 sto = 0.500000	 rate = 3.382125
occ = 0.877690	 sto = 0.200000	 rate = 3.084125
occ = 0.877705	 sto = 0.500000	 rate = 2.931125
occ = 0.879744	 sto = 0.200000	 rate = 2.524750
occ = 0.879644	 sto = 0.500000	 rate = 3.535125
occ = 0.881692	 sto = 0.200000	 rate = 3.050375
occ = 0.881639	 sto = 0.500000	 rate = 3.577375
occ = 0.883673	 sto = 0.200000	 rate = 3.272750
occ = 0.883721	 sto = 0.500000	 rate = 2.813375
occ = 0.885732	 sto = 0.200000	 rate = 2.715750
occ = 0.885714	 sto = 0.500000	 rate = 2.890000
occ = 0.887723	 sto = 0.200000	 rate = 2.784000
occ = 0.887763	 sto = 0.500000	 rate = 2.360250
occ = 0.889674	 sto = 0.200000	 rate = 3.297125
occ = 0.889639	 sto = 0.500000	 rate = 3.638625
occ = 0.891743	 sto = 0.200000	 rate = 2.584750
occ = 0.891692	 sto = 0.500000	 rate = 3.098250
occ = 0.893673	 sto = 0.200000	 rate = 3.273000
occ = 0.893612	 sto = 0.500000	 rate = 3.868375
occ = 0.895688	 sto = 0.200000	 rate = 3.105125
occ = 0.895716	 sto = 0.500000	 rate = 2.828000
occ = 0.897683	 sto = 0.200000	 rate = 3.163625
occ = 0.897732	 sto = 0.500000	 rate = 2.683625
occ = 0.899686	 sto = 0.200000	 rate = 3.113625
occ = 0.899706	 sto = 0.500000	 rate = 2.927000
occ = 0.901660	 sto = 0.200000	 rate = 3.369250
occ = 0.901772	 sto = 0.500000	 rate = 2.261375
occ = 0.903687	 sto = 0.200000	 rate = 3.162000
occ = 0.903675	 sto = 0.500000	 rate = 3.277875
occ = 0.905722	 sto = 0.200000	 rate = 2.807875
occ = 0.905665	 sto = 0.500000	 rate = 3.385125
occ = 0.907760	 sto = 0.200000	 rate = 2.432625
occ = 0.907716	 sto = 0.500000	 rate = 2.874000
occ = 0.909716	 sto = 0.200000	 rate = 2.845250
occ = 0.909756	 sto = 0.500000	 rate = 2.442250
occ = 0.911716	 sto = 0.200000	 rate = 2.826500
occ = 0.911644	 sto = 0.500000	 rate = 3.524000
occ = 0.913693	 sto = 0.200000	 rate = 3.045750
occ = 0.913781	 sto = 0.500000	 rate = 2.156375
occ = 0.915715	 sto = 0.200000	 rate = 2.832500
occ = 0.915660	 sto = 0.500000	 rate = 3.380125
occ = 0.917726	 sto = 0.200000	 rate = 2.717125
occ = 0.917744	 sto = 0.500000	 rate = 2.518625
occ = 0.919756	 sto = 0.200000	 rate = 2.492125
occ = 0.919673	 sto = 0.500000	 rate = 3.326125
occ = 0.921733	 sto = 0.200000	 rate = 2.700875
occ = 0.921771	 sto = 0.500000	 rate = 2.312500
occ = 0.939740	 sto = 0.200000	 rate = 2.627125
occ = 0.939656	 sto = 0.500000	 rate = 3.469125
occ = 0.941771	 sto = 0.200000	 rate = 2.331625
occ = 0.941732	 sto = 0.500000	 rate = 2.720375
occ = 0.945733	 sto = 0.200000	 rate = 2.676500
occ = 0.945765	 sto = 0.500000	 rate = 2.368000
occ = 0.947785	 sto = 0.200000	 rate = 2.147625
occ = 0.947715	 sto = 0.500000	 rate = 2.851500
occ = 0.969831	 sto = 0.200000	 rate = 1.658750
occ = 0.969750	 sto = 0.500000	 rate = 2.455500
occ = 0.971811	 sto = 0.200000	 rate = 1.839500
occ = 0.971803	 sto = 0.500000	 rate = 1.899125
occ = 0.973819	 sto = 0.200000	 rate = 1.856250
occ = 0.973781	 sto = 0.500000	 rate = 2.235875
occ = 0.975819	 sto = 0.200000	 rate = 1.837250
occ = 0.975797	 sto = 0.500000	 rate = 2.043375
occ = 0.977832	 sto = 0.200000	 rate = 1.677875
occ = 0.989920	 sto = 0.200000	 rate = 0.763875
occ = 0.989868	 sto = 0.500000	 rate = 1.268625
occ = 0.991933	 sto = 0.200000	 rate = 0.643125
occ = 0.991899	 sto = 0.500000	 rate = 0.992250
occ = 0.993952	 sto = 0.200000	 rate = 0.436000
occ = 0.993922	 sto = 0.500000	 rate = 0.758500
occ = 0.995974	 sto = 0.200000	 rate = 0.254375
occ = 0.995959	 sto = 0.500000	 rate = 0.455875
occ = 0.998002	 sto = 0.200000	 rate = 0.087125
occ = 0.997999	 sto = 0.500000	 rate = 0.117250
